"","year","country","latitude","longitude","casualties"
"2",1970,"MEX",19.432608,-99.133207,0
"74",1970,"JPN",33.580412,130.396361,0
"190",1970,"PAK",24.893379,67.028061,1
"105",1970,"PRY",-25.282773,-57.63561,2
"172",1970,"ISR",32.085688,34.783684,1
"4",1970,"USA",37.005105,-89.176269,3
"171",1970,"NLD",52.370216,4.895168,0
"7",1970,"DOM",18.456792,-69.951164,1
"10",1970,"USA",47.60356,-122.329439,3
"8",1970,"USA",40.65,-73.95,61
"15",1970,"VEN",10.502961,-66.917253,0
"13",1970,"GTM",14.624422,-90.53288,1
"30",1970,"DEU",48.139126,11.580186,16
"22",1970,"USA",35.914639,-79.056619,0
"72",1970,"USA",42.331685,-83.047924,6
"18",1970,"USA",30.479685,-90.095304,0
"82",1970,"JOR",31.950001,35.933331,0
"5",1970,"URY",-34.891151,-56.187214,3
"152",1970,"BEL",50.850335,4.351685,0
"6",1970,"USA",43.07295,-89.386694,4
"16",1970,"USA",39.74001,-104.992259,0
"3",1970,"PHL",15.478598,120.599741,14
"180",1970,"CAN",46.803137,-71.241298,1
"167",1970,"GRC",37.97918,23.716647,2
"9",1970,"USA",18.37657,-67.224894,2
"46",1970,"ITA",41.89052,12.494249,0
"11",1970,"USA",42.47031,-96.413949,47
"59",1970,"EGY",31.1980556,29.9191667,2
"56",1970,"BRA",-23.550711,-46.633475,2
"23",1970,"USA",46.418657,-117.01666,0
"39",1970,"CHE",47.36865,8.539182,47
"186",1970,"AUS",-37.813187,144.96298,0
"19",1970,"USA",32.221553,-110.969754,0
"108",1970,"DEU",52.516667,13.4,0
"17",1970,"USA",37.869885,-122.270539,22
"21",1970,"USA",33.766725,-118.192399,2
"12",1970,"USA",25.749238,-80.262949,2
"20",1970,"USA",33.83651,-86.254749,1
"147",1970,"NIC",12.136389,-86.251389,0
"71",1970,"ARG",-34.6037,-58.381503,3
"24",1970,"USA",40.759505,-111.888229,0
"198",1970,"ESP",43.320812,-1.984447,0
"138",1970,"GBR",54.597269,-5.930109,4
"69",1970,"ARG",-27.583246,-56.683334,0
"208",1971,"USA",41.504365,-81.690459,1
"214",1971,"USA",38.62774,-90.199514,6
"205",1971,"USA",35.214905,-80.001234,2
"212",1971,"USA",21.30477,-157.857614,0
"255",1971,"SWE",59.332788,18.064488,3
"225",1971,"VEN",10.502961,-66.917253,0
"213",1971,"USA",33.42558,-94.048254,27
"218",1971,"ARG",-34.744611,-58.391732,4
"207",1971,"USA",38.89037,-77.031959,6
"249",1971,"ESP",40.416691,-3.700345,0
"220",1971,"DOM",18.456792,-69.951164,0
"307",1971,"JOR",31.950001,35.933331,0
"278",1971,"YEM",12.814427,45.036416,0
"303",1971,"ISR",31.766496,35.21172,12
"210",1971,"USA",18.46617,-66.106654,3
"215",1971,"USA",40.079609,-104.812912,0
"298",1971,"KHM",11.558831,104.917445,12
"316",1971,"EGY",30.05,31.25,1
"221",1971,"DEU",48.139126,11.580186,0
"246",1971,"ITA",45.463681,9.188171,0
"209",1971,"URY",-34.891151,-56.187214,1
"306",1971,"GBR",51.500152,-0.126236,1
"206",1971,"USA",34.0961,-117.716404,8
"319",1971,"CHE",46.198392,6.142296,3
"217",1971,"ETH",11.583513,37.397019,0
"216",1971,"USA",45.511795,-122.675629,0
"240",1971,"NLD",51.924216,4.481776,0
"366",1972,"IRN",35.696442,51.422974,3
"380",1972,"KHM",11.558831,104.917445,1
"322",1972,"ESP",43.15,-2.610278,5
"333",1972,"DEU",52.454306,13.144341,25
"324",1972,"USA",32.715695,-117.161719,3
"371",1972,"COL",4.594635,-74.093737,1
"321",1972,"PHL",11.586558,122.753716,0
"323",1972,"USA",42.88544,-78.878464,23
"379",1972,"GRC",37.97918,23.716647,0
"325",1972,"USA",18.46617,-66.106654,0
"383",1972,"GBR",51.500152,-0.126236,1
"326",1972,"USA",25.699073,-80.266978,5
"370",1972,"VNM",13.977956,108.002298,81
"343",1972,"ARG",-34.6037,-58.381503,2
"397",1972,"THA",13.727896,100.524123,0
"346",1972,"CAN",45.42153,-75.697193,8
"382",1972,"AUS",-27.470933,153.023502,0
"388",1972,"JOR",31.950001,35.933331,1
"352",1972,"AUT",48.208174,16.373819,9
"363",1972,"FRA",48.856614,2.352222,0
"334",1972,"IRL",53.344104,-6.267494,0
"372",1972,"URY",-34.891151,-56.187214,0
"339",1972,"EGY",30.05,31.25,0
"381",1972,"BEL",50.850335,4.351685,1
"384",1972,"DZA",36.7525,3.04197,0
"336",1972,"NLD",51.794294,5.64916,0
"344",1972,"SWE",59.332788,18.064488,0
"351",1972,"ITA",45.463681,9.188171,5
"320",1972,"PAN",8.994269,-79.518792,0
"337",1972,"DEU",48.139126,11.580186,3
"335",1972,"BRA",-22.908278,-43.197026,1
"365",1972,"ISR",32.004361,34.888229,98
"389",1972,"SLV",13.69288,-89.199161,0
"471",1973,"MYS",3.114081,101.692307,8
"468",1973,"BRA",-22.908278,-43.197026,15
"413",1973,"IRN",35.696442,51.422974,0
"407",1973,"USA",34.05349,-118.245319,6
"455",1973,"CHL",-33.469115,-70.641997,0
"403",1973,"AUT",48.208174,16.373819,0
"422",1973,"GBR",51.500152,-0.126236,276
"406",1973,"ITA",43.627726,10.291712,0
"409",1973,"ARG",-34.661076,-58.366974,4
"430",1973,"CYP",35.171435,33.369906,1
"408",1973,"USA",18.39677,-66.046608,0
"405",1973,"ARG",-31.399301,-64.182129,1
"411",1973,"HTI",18.5391667,-72.335,0
"481",1973,"ISR",31.766496,35.21172,20
"402",1973,"FRA",48.856614,2.352222,25
"412",1973,"ETH",15.027339,39.782691,0
"448",1973,"DEU",52.505803,13.331741,1
"399",1973,"DOM",19.45,-70.7,0
"441",1973,"MAR",33.59,-7.61,0
"457",1973,"YUG",44.8186111,20.4680556,8
"454",1973,"NLD",52.370216,4.895168,2
"404",1973,"ESP",42.817988,-1.644184,7
"460",1973,"ECU",-2.170832,-79.922359,0
"464",1973,"PRT",38.725299,-9.150036,1
"440",1973,"GBR",54.536706,-6.70361,1
"401",1973,"USA",38.26386,-104.612374,4
"400",1973,"USA",40.65,-73.95,50
"451",1973,"PER",-12.046378,-77.042791,0
"491",1973,"CHE",47.36865,8.539182,0
"436",1973,"AFG",34.533056,69.166111,1
"439",1973,"MEX",20.673343,-103.344177,1
"442",1973,"VEN",9.3125,-70.606944,0
"446",1973,"COL",4.814278,-75.694558,0
"431",1973,"ITA",41.89052,12.494249,81
"424",1973,"GRC",37.97918,23.716647,60
"595",1974,"PER",-16.409501,-71.537384,13
"527",1974,"DEU",51.457935,7.014828,1
"630",1974,"NIC",12.136389,-86.251389,0
"566",1974,"YUG",42,21.4333333,0
"502",1974,"GBR",52.482961,-1.893592,113.5
"499",1974,"GBR",51.500152,-0.126236,113
"596",1974,"DOM",18.456792,-69.951164,0
"531",1974,"ESP",43.1839,-2.265466,88
"518",1974,"IRN",35.696442,51.422974,1
"496",1974,"CHE",47.36865,8.539182,0
"492",1974,"ITA",44.407062,8.933989,72
"608",1974,"DEU",52.516667,13.4,1
"551",1974,"ISR",33.014797,35.275805,119
"498",1974,"MEX",19.432608,-99.133207,1
"516",1974,"USA",18.366724,-66.117555,2
"495",1974,"GRC",37.97918,23.716647,92
"590",1974,"NLD",52.069858,4.291111,0
"503",1974,"SGP",1.27986,103.848989,0
"579",1974,"PRK",37.566535,126.977969,1
"546",1974,"BEL",50.850335,4.351685,1
"512",1974,"ISR",31.766496,35.21172,69
"504",1974,"SLV",13.9866667,-89.6811111,0
"540",1974,"YEM",15.369445,44.191007,1
"501",1974,"CAN",45.42153,-75.697193,0
"511",1974,"DEU",53.553813,9.991586,10
"528",1974,"JAM",18,-76.8,0
"507",1974,"USA",39.104915,-76.866639,3
"508",1974,"USA",40.01574,-105.279239,0
"513",1974,"FRA",48.416095,-3.832245,34
"500",1974,"USA",37.777125,-122.419644,8
"578",1974,"SYR",36.212989,37.142588,8
"609",1974,"JPN",35.685826,139.756684,7
"509",1974,"KWT",29.365,48.001389,0
"493",1974,"ITA",41.89052,12.494249,0
"514",1974,"FRA",42.697283,9.450881,0
"538",1974,"ESP",43.012087,-7.555851,0
"494",1974,"ARG",-32.956451,-69.195545,11
"547",1974,"HTI",18.5391667,-72.335,0
"523",1974,"VEN",10.502961,-66.917253,0
"505",1974,"PAK",24.893379,67.028061,2
"533",1974,"ETH",15.333513,38.933652,0
"537",1974,"AUT",48.208174,16.373819,0
"529",1974,"GTM",14.624422,-90.53288,0
"604",1974,"ECU",-0.181439,-78.467266,2
"497",1974,"ARG",-24.782902,-65.412155,0
"641",1975,"USA",37.805065,-122.273024,7
"644",1975,"ARG",-31.399301,-64.182129,1
"647",1975,"USA",41.88415,-87.632409,5
"719",1975,"GBR",56.208208,-3.149518,5
"767",1975,"AUT",48.208174,16.373819,15
"663",1975,"FRA",43.359399,-1.766148,0
"669",1975,"VEN",10.502961,-66.917253,0
"779",1975,"GTM",14.624422,-90.53288,4
"651",1975,"PAK",34.009667,71.579994,1
"672",1975,"ESP",42.231356,-8.712447,0
"743",1975,"GRC",37.97918,23.716647,1
"711",1975,"ETH",15.333513,38.933652,0
"684",1975,"SWE",59.332788,18.064488,16
"681",1975,"KWT",29.365,48.001389,0
"724",1975,"SLV",13.69288,-89.199161,0
"638",1975,"USA",18.46617,-66.106654,14
"639",1975,"IRN",36.32396,59.556959,1
"665",1975,"DEU",53.553813,9.991586,12
"635",1975,"SYR",36.212989,37.142588,0
"633",1975,"ESP",40.416691,-3.700345,14
"634",1975,"GBR",51.500152,-0.126236,130
"636",1975,"FRA",48.856614,2.352222,4
"671",1975,"SOM",2.03742,45.337971,0
"654",1975,"FRA",45.764043,4.835659,1
"640",1975,"USA",40.71455,-74.007124,144
"773",1975,"ISR",31.766496,35.21172,68
"659",1975,"CYP",34.707332,33.023397,1
"777",1975,"NLD",52.887967,6.523358,3
"660",1975,"ESP",28.475562,-16.267372,0
"646",1975,"USA",25.728985,-80.237419,1
"643",1975,"DEU",50.940664,6.959912,0
"637",1975,"CHE",46.4892,7.21237,0
"683",1975,"JPN",35.685826,139.756684,0
"715",1975,"MEX",19.432608,-99.133207,14
"679",1975,"PER",-12.046378,-77.042791,0
"751",1975,"IRL",53.344104,-6.267494,0
"655",1975,"ITA",41.89052,12.494249,0
"736",1975,"PRT",38.725299,-9.150036,0
"645",1975,"KEN",-1.292442,36.825014,127
"642",1975,"USA",39.74001,-104.992259,4
"690",1975,"COL",4.601378,-74.076664,1
"656",1975,"ARG",-32.951052,-60.666365,4
"722",1975,"MYS",3.114081,101.692307,3
"706",1975,"PHL",14.596051,120.978666,46
"881",1976,"CHE",47.36865,8.539182,0
"907",1976,"BOL",-16.500194,-68.150162,0
"797",1976,"USA",37.777125,-122.419644,3
"946",1976,"BRA",-22.756618,-43.460742,1
"793",1976,"DEU",48.777106,9.180769,6
"820",1976,"ESP",41.387917,2.169919,1
"948",1976,"ECU",-0.181439,-78.467266,2
"794",1976,"GBR",54.62713,-6.655224,30
"909",1976,"JAM",18,-76.8,0
"832",1976,"SLV",13.69288,-89.199161,0
"796",1976,"ISR",31.766496,35.21172,40
"810",1976,"ITA",41.89052,12.494249,7
"840",1976,"ARG",-31.399301,-64.182129,2
"801",1976,"COL",3.24114,-74.35539,14
"823",1976,"FRA",43.696036,7.265592,2
"798",1976,"DEU",49.45052,11.08048,0
"800",1976,"USA",38.25486,-85.766404,5
"838",1976,"IRN",35.696442,51.422974,3
"867",1976,"ETH",14.032334,38.316572,0
"951",1976,"PAK",33.600399,73.043426,3
"803",1976,"COL",10.981412,-74.778319,1
"811",1976,"KEN",-1.292442,36.825014,0
"839",1976,"JPN",43.062096,141.354376,2
"833",1976,"GRC",37.97918,23.716647,2
"792",1976,"MEX",20.673343,-103.344177,28
"920",1976,"CHL",-33.469115,-70.641997,1
"802",1976,"USA",27.664827,-81.515754,2
"931",1976,"PAN",9.087022,-79.384644,0
"910",1976,"BRB",13.1,-59.6166667,73
"983",1976,"IRQ",33.3,44.4,297
"846",1976,"ITA",45.694903,9.669953,28
"959",1976,"TWN",25.091075,121.559834,1
"971",1976,"JOR",31.950001,35.933331,14
"814",1976,"MEX",20.97,-89.62,1
"902",1976,"KWT",29.365,48.001389,0
"817",1976,"DEU",52.505803,13.331741,0
"918",1976,"IRL",53.344104,-6.267494,2
"886",1976,"PRY",-25.282773,-57.63561,1
"934",1976,"CRI",9.933333,-84.083333,3
"812",1976,"ARG",-34.6037,-58.381503,89
"848",1976,"ITA",38.910536,16.587757,0
"795",1976,"FRA",48.856614,2.352222,11
"834",1976,"PHL",6.705778,121.972109,38
"799",1976,"USA",40.71455,-74.007124,33
"947",1976,"SYR",36.212989,37.142588,40
"804",1976,"ESP",43.054198,-2.178116,16
"830",1976,"VEN",10.502961,-66.917253,0
"808",1976,"GTM",14.624422,-90.53288,10
"854",1976,"ITA",40.320996,9.330356,0
"791",1976,"PRT",38.725299,-9.150036,7
"805",1976,"ESP",42.880447,-8.546303,0
"987",1976,"AUT",48.208174,16.373819,0
"1128",1977,"YUG",46.054644,14.50433,8
"1040",1977,"VEN",10.502961,-66.917253,1
"996",1977,"COL",4.601378,-74.076664,1
"1185",1977,"PRT",38.725299,-9.150036,11
"1043",1977,"PRT",38.721642,-27.220577,0
"1002",1977,"ESP",41.387917,2.169919,20
"1008",1977,"USA",40.71455,-74.007124,10
"1032",1977,"ITA",44.49419,11.346518,6
"1026",1977,"FRA",41.919229,8.738635,1
"1281",1977,"IDN",3.585242,98.675598,2
"1024",1977,"COL",1.61456,-75.6053,21
"1036",1977,"ITA",38.11564,13.361406,0
"997",1977,"USA",18.46617,-66.106654,0
"1013",1977,"USA",44.943829,-93.093326,0
"1151",1977,"SYR",36.212989,37.142588,0
"1093",1977,"THA",7.013983,100.471242,71
"998",1977,"FRA",48.856614,2.352222,3
"1022",1977,"ESP",37.38264,-5.996295,6
"1090",1977,"GTM",14.624422,-90.53288,4
"1001",1977,"ESP",28.124824,-15.430008,8
"1006",1977,"RCB",-5.024875,12.346388,0
"1016",1977,"DEU",52.505803,13.331741,0
"1299",1977,"CHE",47.417394,7.075287,2
"1003",1977,"ESP",42.340009,-7.864641,2
"1014",1977,"ESP",39.470239,-0.376805,0
"1296",1977,"CYP",35.171435,33.369906,0
"1298",1977,"DEU",52.516667,13.4,0
"1110",1977,"ECU",-2.170832,-79.922359,0
"1021",1977,"GBR",54.99451,-7.319996,4
"1048",1977,"ETH",5.950903,43.560085,1
"1087",1977,"NLD",53.076694,6.617635,10
"1007",1977,"MEX",19.432608,-99.133207,5
"1031",1977,"ITA",41.126,16.868378,2
"1009",1977,"AUT",48.208174,16.373819,2
"1000",1977,"GRC",37.97918,23.716647,1
"1023",1977,"ESP",39.569505,2.649965,15
"1174",1977,"BOL",-17.382789,-66.166439,0
"1038",1977,"ITA",38.14994,16.174939,0
"1030",1977,"ITA",45.694903,9.669953,15
"995",1977,"ITA",41.89052,12.494249,11
"1015",1977,"DEU",53.553813,9.991586,0
"1065",1977,"SLV",13.69288,-89.199161,3
"999",1977,"ESP",43.256963,-2.923441,41
"1004",1977,"USA",25.728985,-80.237419,1
"1132",1977,"BRA",-8.048021,-34.876338,1
"993",1977,"FRA",43.492949,-1.474841,0
"1062",1977,"IRN",38.030161,46.356069,1
"1005",1977,"DEU",50.111445,8.680615,5
"1052",1977,"COL",7.060051,-73.853115,17
"1025",1977,"GBR",51.500152,-0.126236,17
"1055",1977,"COL",7.800252,-75.850003,0
"1010",1977,"USA",38.042973,-122.788899,1
"1265",1977,"CHL",-33.489596,-70.78821,0
"1223",1977,"IRL",53.344104,-6.267494,1
"1012",1977,"USA",41.88415,-87.632409,3
"994",1977,"ESP",40.416691,-3.700345,36
"1288",1977,"EGY",30.05,31.25,1
"1053",1977,"ISR",31.766496,35.21172,27
"1057",1977,"CRI",10.015949,-84.221124,0
"1073",1977,"MRT",22.734151,-12.467545,2
"1245",1977,"NIC",11.1236,-84.77795,27
"1273",1977,"MYS",3.114081,101.692307,101
"1154",1977,"MEX",22.15647,-100.985541,4
"1039",1977,"ITA",39.215409,9.109324,1
"1018",1977,"ARG",-34.6037,-58.381503,12
"1331",1978,"ARG",-34.6037,-58.381503,17
"1323",1978,"BEL",50.850335,4.351685,0
"1334",1978,"ESP",37.983445,-1.12989,0
"1325",1978,"ITA",40.353291,18.174015,0
"1363",1978,"ESP",39.470239,-0.376805,0
"1345",1978,"MEX",17.054348,-96.712954,4
"1463",1978,"NLD",52.992753,6.564228,12
"1355",1978,"COL",10.47692,-73.25049,1
"1446",1978,"GTM",14.624422,-90.53288,7
"1400",1978,"ISR",31.766496,35.21172,171
"1341",1978,"USA",39.96196,-83.002984,10
"1541",1978,"AUS",-33.873651,151.20689,0
"1478",1978,"CHL",-33.469115,-70.641997,2
"1359",1978,"USA",18.46617,-66.106654,3
"1429",1978,"SLV",13.99417,-89.55972,4
"1380",1978,"ESP",41.387917,2.169919,1
"1692",1978,"GUY",7.726018,-59.884352,5
"1337",1978,"ESP",28.46981,-16.254856,5
"1387",1978,"SLV",13.69288,-89.199161,26
"1633",1978,"BRA",-19.924254,-43.935343,0
"1320",1978,"COL",3.800889,-76.641271,4
"1338",1978,"ESP",40.416691,-3.700345,6
"1568",1978,"YEM",15.369445,44.191007,1
"1344",1978,"MEX",20.673343,-103.344177,5
"1322",1978,"COL",7.6676,-76.6803,7
"1564",1978,"IRN",36.32396,59.556959,3
"1358",1978,"FRA",47.997542,-4.097899,1
"1746",1978,"KHM",11.558831,104.917445,1
"1348",1978,"FRA",43.696036,7.265592,10
"1356",1978,"PHL",6.908868,122.0772,195
"1407",1978,"GBR",53.480713,-2.234377,2
"1449",1978,"GTM",15.701608,-91.535652,3
"1395",1978,"GBR",51.455313,-2.591902,11
"1529",1978,"KEN",-1.292442,36.825014,4
"1386",1978,"NIC",13.78918,-86.572159,0
"1332",1978,"ARG",-34.813731,-58.166513,1
"1396",1978,"USA",39.74001,-104.992259,1
"1425",1978,"SLV",13.64121,-88.785423,17
"1372",1978,"ESP",42.433619,-8.648053,2
"1371",1978,"NIC",12.068668,-85.091877,21
"1318",1978,"ITA",45.463681,9.188171,7
"1333",1978,"ESP",43.18418,-2.473289,120
"1330",1978,"GBR",54.597269,-5.930109,78
"1577",1978,"CHE",46.198392,6.142296,0
"1555",1978,"IRL",52.663857,-8.626773,0
"1366",1978,"PHL",14.596051,120.978666,8
"1346",1978,"NIC",12.136389,-86.251389,57
"1404",1978,"ISR",32.793921,34.990615,118
"1316",1978,"ITA",46.066712,11.119059,6
"1360",1978,"COL",1.334366,-74.841392,3
"1364",1978,"ESP",43.507604,-5.604447,0
"1357",1978,"ESP",42.085135,-4.434511,0
"1321",1978,"ITA",39.215409,9.109324,0
"1522",1978,"JPN",34.784306,135.400947,0
"1624",1978,"PER",-12.046378,-77.042791,0
"1350",1978,"BOL",-16.500194,-68.150162,0
"1368",1978,"GRC",40.639349,22.944616,1
"1370",1978,"FRA",48.856614,2.352222,13
"1324",1978,"ITA",37.066265,14.250765,0
"1340",1978,"RUS",55.75,37.616667,4
"1328",1978,"GBR",51.500152,-0.126236,17
"1382",1978,"USA",64.837778,-147.716389,0
"1319",1978,"COL",5.989829,-73.770507,35
"1389",1978,"SLV",13.466667,-88.183333,2
"1384",1978,"USA",37.777125,-122.419644,1
"1339",1978,"ESP",37.884727,-4.779152,0
"1657",1978,"VEN",10.116667,-63.1,1
"1471",1978,"PRT",38.725299,-9.150036,11
"1519",1978,"CRI",9.933333,-84.083333,0
"1416",1978,"ECU",-2.170832,-79.922359,8
"1353",1978,"COL",9.240732,-74.424443,2
"1488",1978,"DZA",36.7525,3.04197,1
"1365",1978,"DEU",52.505803,13.331741,0
"1665",1978,"THA",7.013983,100.471242,27
"1317",1978,"ITA",41.89052,12.494249,11
"1559",1978,"KWT",29.365,48.001389,1
"1539",1978,"IRN",34.640097,50.875948,477
"1530",1978,"JPN",35.776608,140.318781,2
"1805",1979,"SLV",13.7188889,-89.7241667,2
"1773",1979,"PHL",6.309924,120.565896,82
"1859",1979,"MEX",19.041297,-98.2062,1
"2132",1979,"ARG",-34.6037,-58.381503,4
"2117",1979,"ECU",-2.170832,-79.922359,0
"1757",1979,"NIC",13.6112768431,-84.866885357,0
"1778",1979,"ESP",35.292339,-2.938794,2
"1932",1979,"NLD",52.069858,4.291111,3
"1815",1979,"GTM",14.8,-89.55,0
"1878",1979,"FRA",43.492949,-1.474841,0
"2102",1979,"TZA",-6.829574,39.259342,1
"1787",1979,"ISR",33.195757,35.5444,2
"1926",1979,"JPN",35.181446,136.906398,1
"2128",1979,"SYR",33.512753,36.295873,1
"1771",1979,"ITA",40.840097,14.251636,3
"1754",1979,"ESP",40.416691,-3.700345,124
"1786",1979,"SLV",13.99417,-89.55972,8
"1760",1979,"ESP",42.06388,-1.605718,1
"1823",1979,"FRA",48.856614,2.352222,32
"1807",1979,"COL",7.074167,-76.921389,27
"1831",1979,"COL",4.814278,-75.694558,20
"2074",1979,"SYR",36.212989,37.142588,11
"2108",1979,"IRQ",30.5,47.816667,1
"1770",1979,"GBR",51.500152,-0.126236,2
"2027",1979,"LSO",-29.310013,27.480083,0
"1806",1979,"SLV",13.466667,-88.183333,10
"1834",1979,"SLV",13.5,-88.8666667,14
"2208",1979,"AFG",33.55,68.41667,50
"2068",1979,"HND",14.0833,-87.2167,10
"1790",1979,"GBR",51.523072,0.592514,2
"1850",1979,"USA",18.46617,-66.106654,1
"1798",1979,"ESP",41.229721,-6.341033,0
"1765",1979,"ESP",39.470239,-0.376805,1
"1762",1979,"ISR",31.252973,34.791462,12
"1874",1979,"BEL",50.850335,4.351685,15
"1827",1979,"COL",8.833351,-73.200031,10
"1980",1979,"CHL",-23.650193,-70.400018,0
"1835",1979,"GRC",37.97918,23.716647,6
"1749",1979,"NIC",12.43257,-86.881204,17
"1753",1979,"NIC",13.5064,-86.32761,9
"2155",1979,"BRA",-19.924254,-43.935343,1
"1824",1979,"PRT",37.742242,-25.67495,0
"1970",1979,"DOM",18.455759,-69.307808,0
"1810",1979,"CHL",-33.469115,-70.641997,4
"1767",1979,"ISR",32.015577,34.78853,90
"1782",1979,"ITA",38.11564,13.361406,3
"1993",1979,"IRN",36.32396,59.556959,1
"2253",1979,"LBY",32.860753,13.201396,1
"1766",1979,"ITA",45.817605,8.826384,54
"1785",1979,"ESP",36.719648,-4.420016,3
"1781",1979,"IRN",30.275508,57.079332,1
"1971",1979,"ARG",-34.6037,-58.381503,16
"1759",1979,"ESP",41.387917,2.169919,5
"1779",1979,"SLV",13.69288,-89.199161,119
"1836",1979,"IRL",53.344104,-6.267494,6
"1913",1979,"MMR",16.933177,97.365446,67
"1795",1979,"DEU",51.931264,7.352391,10
"1751",1979,"FRA",41.919229,8.738635,0
"1763",1979,"ITA",41.89052,12.494249,47
"1876",1979,"CHE",47.538016,7.727026,2
"1903",1979,"USA",21.483601,-157.964783,2
"1769",1979,"ITA",44.49419,11.346518,6
"1764",1979,"ESP",36.529688,-6.292657,0
"1776",1979,"COL",6.339722,-73.616944,37
"1901",1979,"USA",43.04181,-87.906844,35
"1990",1979,"THA",15.15657,98.396494,0
"1768",1979,"AUT",48.208174,16.373819,3
"2224",1979,"BOL",-16.500194,-68.150162,7
"1800",1979,"GBR",52.482961,-1.893592,13
"1961",1979,"CYP",35.171435,33.369906,0
"1838",1979,"SLV",13.9572222,-89.1897222,5
"2304",1979,"SAU",21.422512,39.826209,15
"1794",1979,"PHL",14.596051,120.978666,10
"1839",1979,"COL",11.242035,-74.205384,4
"1981",1979,"EGY",30.05,31.25,5
"1921",1979,"USA",25.826745,-80.281494,0
"1844",1979,"PAK",34.009667,71.579994,46
"1792",1979,"PHL",8.240043,124.244766,37
"1777",1979,"ISR",33.014797,35.275805,63
"1877",1979,"USA",40.70991,-73.622794,20
"2279",1979,"GUY",6.821806,-58.159218,1
"1855",1979,"PAN",8.427805,-82.430643,0
"1756",1979,"COL",1.10091,-75.40091,24
"1784",1979,"ISR",31.766496,35.21172,133
"1873",1979,"IRN",35.696442,51.422974,132
"1992",1979,"IRN",30.421488,48.207451,149
"1761",1979,"GBR",54.597269,-5.930109,102
"1780",1979,"DNK",55.676075,12.568316,2
"1817",1979,"MAR",31.139406,-5.059223,34
"1752",1979,"ESP",42.817988,-1.644184,100
"1791",1979,"GBR",50.943756,-2.629749,4
"1783",1979,"ESP",43.507604,-5.604447,4
"2322",1979,"BHR",26.216667,50.583333,0
"2348",1979,"SWE",59.332788,18.064488,1
"1758",1979,"AUS",-35.308236,149.124224,0
"1830",1979,"SLV",14.04111,-88.938568,10
"1845",1979,"COL",0.869892,-73.841906,0
"1755",1979,"ESP",28.124824,-15.430008,2
"1750",1979,"NIC",12.136389,-86.251389,43
"1808",1979,"GTM",15.408333,-91.147222,27
"2458",1980,"CRI",9.933333,-84.083333,1
"2379",1980,"USA",25.728985,-80.237419,0
"2497",1980,"GTM",14.971912,-89.529025,1
"2414",1980,"SLV",13.466667,-88.183333,44
"2401",1980,"COL",6.270526,-75.572173,5
"2362",1980,"SLV",13.69288,-89.199161,388
"2407",1980,"ESP",42.231356,-8.712447,1
"2522",1980,"ARG",-37.997567,-57.54823,0
"2498",1980,"GTM",15.988623,-90.446699,8
"2399",1980,"PHL",7.074044,125.616549,40
"2409",1980,"ESP",36.509937,-4.886352,3
"2360",1980,"FRA",48.856614,2.352222,43
"2512",1980,"CHL",-27.366527,-70.332322,0
"2373",1980,"ITA",45.463681,9.188171,280
"2524",1980,"IRQ",35.46883,44.39098,14
"2365",1980,"FRA",42.000921,9.050197,6
"2387",1980,"GBR",51.824842,-3.020927,0
"2476",1980,"PAN",8.994269,-79.518792,0
"2430",1980,"TUN",34.429322,8.786049,141
"2400",1980,"ITA",41.126,16.868378,2
"2364",1980,"ESP",43.297222,-2.991667,160
"2529",1980,"BRA",-22.908278,-43.197026,4
"2357",1980,"GBR",54.253718,-7.44106,20
"2384",1980,"SLV",13.649784,-88.808797,61
"2375",1980,"IRL",53.344104,-6.267494,18
"2386",1980,"AUT",48.208174,16.373819,8
"2361",1980,"ISR",31.766496,35.21172,45
"2442",1980,"COL",8.09242,-76.72738,11
"2530",1980,"GTM",15.472244,-88.841243,0
"2370",1980,"GBR",54.255696,-5.948804,20
"2751",1980,"PER",-16.409501,-71.537384,0
"2371",1980,"USA",18.46617,-66.106654,2
"2398",1980,"FRA",43.492949,-1.474841,15
"2478",1980,"CHL",-33.469115,-70.641997,5
"2391",1980,"SLV",13.344322,-88.437463,31
"2417",1980,"SLV",13.3369444,-87.8438889,22
"2749",1980,"ARE",24.469722,54.361124,16
"2607",1980,"PAK",34.009667,71.579994,35
"2656",1980,"NLD",52.370216,4.895168,0
"2359",1980,"GBR",54.347539,-6.656108,34
"2490",1980,"PRY",-25.46,-56.02,3
"2594",1980,"KWT",29.336143,47.658515,0
"2811",1980,"JOR",31.950001,35.933331,1
"2363",1980,"SLV",13.7188889,-89.7241667,27
"2717",1980,"JAM",18,-76.8,1
"2366",1980,"EGY",31.1980556,29.9191667,11
"2735",1980,"PER",-12.141587,-76.991995,7
"2450",1980,"THA",13.727896,100.524123,103
"2454",1980,"VEN",10.502961,-66.917253,12
"2376",1980,"ESP",40.416691,-3.700345,29
"2415",1980,"USA",34.05349,-118.245319,7
"2383",1980,"SLV",13.4333333,-89.1166667,1
"2437",1980,"BOL",-16.500194,-68.150162,50
"2683",1980,"GRD",12.054,-61.7486,24
"2413",1980,"SLV",14.023538,-88.882685,43
"2372",1980,"COL",4.21238,-76.31923,48
"2704",1980,"BRA",-25.424354,-49.264884,0
"2674",1980,"GUY",6.821806,-58.159218,2
"2455",1980,"ISR",32.9,35.33333,13
"2503",1980,"GTM",14.791944,-91.920556,29
