"","year","country","latitude","longitude","casualties"
"21243",2007,"THA",11.822702,102.478187,1
"21182",2007,"MEX",15.832731,-96.667036,14
"21252",2007,"AFG",34.348889,63.177778,6
"21260",2007,"SOM",11.28428,49.180423,0
"21234",2007,"MEX",27.480024,-99.510535,6
"21280",2007,"IRQ",36.25341,44.893169,1
"21283",2007,"AFG",35.5938,63.335419,63
"21244",2007,"THA",16.440566,102.829265,0
"21157",2007,"AFG",31.617667,65.675942,165
"21453",2007,"BIH",43.85,18.3833333,0
"21178",2007,"DZA",36.729435,3.498687,542
"21492",2007,"HTI",19.45,-72.6833333,2
"21233",2007,"THA",5.773056,101.0725,25
"22803",2008,"GRC",37.97918,23.716647,0
"22683",2008,"IRQ",33.747758,45.552322,6
"22819",2008,"PHL",6.055385,121.012724,6
"23165",2008,"PHL",11.166562,123.017078,9
"23142",2008,"MKD",41.824776,20.961095,10
"22624",2008,"SOM",2.03742,45.337971,433
"22600",2008,"AFG",37.008333,68.444722,12
"22619",2008,"AFG",31.583056,64.369167,180
"23145",2008,"COL",9.52358,-75.23069,3
"22822",2008,"PHL",7.971645,122.396278,4
"22652",2008,"IRQ",35.272259,43.462072,11
"22736",2008,"DZA",35.704616,-0.654332,4
"22686",2008,"AFG",32.715785,69.281793,25
"22666",2008,"MMR",21.31123,96.214533,26
"22729",2008,"PAK",28.342315,64.478134,3
"22806",2008,"PAK",35.918091,74.289803,6
"22596",2008,"UNK",42.059167,20.651159,2
"22936",2008,"GEO",43.00732,40.989151,25
"22687",2008,"IRQ",35.493072,43.24237,1
"22769",2008,"PAK",27.067778,68.614167,2
"22768",2008,"UNK",42.880888,20.867213,3
"22620",2008,"PHL",10.24875,123.842083,9
"22733",2008,"RUS",43.4331,43.5789,12
"22714",2008,"COL",7.08582,-70.75779,22
"22645",2008,"IRQ",34.353209,44.681446,23
"22672",2008,"ISR",31.07249,35.03368,16
"22782",2008,"GBR",54.678656,-6.000022,7
"22613",2008,"AFG",31.622827,62.869366,71
"22695",2008,"IRQ",35.867567,43.295809,78
"22994",2008,"ROU",44.4333333,26.1,1
"22642",2008,"THA",6.686475,101.139088,72
"23316",2008,"PHL",9.5725,125.73306,9
"22761",2008,"SOM",3.498403,42.273123,34
"22991",2008,"PHL",7.371271,125.49612,34
"23089",2008,"NZL",-41.28646,174.776236,0
"22744",2008,"DZA",35.267697,7.750583,4
"22696",2008,"RUS",51.65,39.2,0
"22896",2008,"BTN",26.835204,89.453231,7
"24624",2008,"HKG",22.32047,114.171905,46
"22743",2008,"DEU",48.139126,11.580186,2
"22599",2008,"AFG",33.999938,69.019532,471
"23261",2008,"PHL",17.491064,120.761594,41
"24739",2008,"DNK",55.403756,10.40237,2
"22710",2008,"SOM",-0.357077,42.546636,78
"22713",2008,"GUY",6.821806,-58.159218,21
"22711",2008,"AFG",31.026149,62.450415,107
"22752",2008,"PAK",30.929589,66.468052,3
"22618",2008,"IRQ",36.374029,42.451435,403
"23751",2008,"KHM",11.558831,104.917445,3
"22594",2008,"IRQ",34.273724,45.165803,150
"22679",2008,"PAK",31.554606,74.357158,365
"22728",2008,"COL",0.53636,-76.5875,12
"23521",2008,"CHN",25.046078,102.653562,23
"22757",2008,"COL",2.56855,-72.64184,1
"22786",2008,"SRB",44.802416,20.465601,2
"22659",2008,"IRQ",30.439771,47.574925,4
"23191",2008,"PHL",7.574181,126.559918,3
"22708",2008,"COL",3.425219,-76.510584,54
"23346",2008,"ETH",4.429297,41.453873,0
"22663",2008,"RUS",42.978368,47.491066,33
"22612",2008,"AFG",31.617667,65.675942,357
"22747",2008,"TMP",-8.558458,125.578151,3
"22601",2008,"AFG",35.640348,63.309294,6
"22777",2008,"THA",16.902153,99.012893,1
"23284",2008,"PHL",16.403702,120.597924,32
"22668",2008,"AFG",36.896969,65.665857,1
"22662",2008,"THA",6.541102,101.280408,190
"22815",2008,"AFG",35.243333,62.283889,1
"23425",2008,"MKD",41.032799,21.34029,0
"22699",2008,"IRQ",36.265348,42.703945,7
"22665",2008,"FRA",41.919229,8.738635,0
"23000",2008,"PHL",12.703378,124.045004,6
"22770",2008,"PAK",25.263734,63.468582,2
"22909",2008,"CHL",-33.469115,-70.641997,0
"22809",2008,"SOM",0.379195,41.13419,7
"22641",2008,"THA",6.190088,101.797961,48
"22773",2008,"PHL",6.106868,125.174369,34
"23047",2008,"BHR",26.113889,50.481667,3
"22598",2008,"ISR",31.524133,34.596527,134
"22636",2008,"IRQ",33.7,45.083333,322
"23102",2008,"HUN",47.424094,19.023009,0
"22719",2008,"DZA",33.368418,6.867525,2
"22591",2008,"PHL",6.483545,125.066665,125
"23697",2008,"BLR",53.9,27.566667,50
"22638",2008,"PAK",34.791084,72.283314,258
"23061",2008,"GBR",51.500152,-0.126236,0
"22703",2008,"IRQ",32.336812,45.562939,0
"22837",2008,"THA",15.870032,100.992541,10
"22913",2008,"YEM",15.328695,44.214171,165
"22685",2008,"AFG",33.486667,60.8825,6
"23214",2008,"SWE",55.603331,13.001303,0
"22693",2008,"FRA",43.604652,1.444209,1
"22861",2008,"KEN",0.337647,36.490402,9
"22763",2008,"TWN",25.091075,121.559834,1
"22682",2008,"IRQ",31.988807,44.924958,7
"22802",2008,"AFG",32.930002,66.689122,1
"22781",2008,"AFG",36.472778,64.9,2
"23074",2008,"COL",1.806147,-76.978708,10
"22785",2008,"HRV",44.869719,13.841405,0
"22759",2008,"SOM",6.772224,47.429309,4
"22597",2008,"AFG",33.333847,69.937167,330
"22756",2008,"MEX",19.432608,-99.133207,2
"22634",2008,"IRQ",32.88504,44.348,361
"22772",2008,"RUS",44.216667,42.05,1
"22766",2008,"AFG",32.495328,62.262663,15
"22701",2008,"IRQ",36.45192,43.341962,2
"23015",2008,"PHL",6.912634,122.084094,82
"23014",2008,"YEM",13.536001,44.852623,24
"22828",2008,"SWZ",-27.113804,31.198987,0
"22674",2008,"IRQ",36.05003,41.716633,3
"22627",2008,"GEO",42.25,42.7,1
"23113",2008,"PER",-16.407435,-71.536798,0
"22602",2008,"AFG",30.869041,66.141526,127
"23029",2008,"PHL",6.453607,124.039766,9
"22684",2008,"IRQ",31.05,46.266667,7
"22750",2008,"SOM",9.558295,44.068817,5
"22797",2008,"ESP",43.256963,-2.923441,43
"22647",2008,"PAK",24.893379,67.028061,100
"23071",2008,"PHL",14.627485,121.046759,12
"22704",2008,"IRQ",36.158179,43.253263,10
"22929",2008,"MLI",19.953711,2.970054,6
"22646",2008,"AFG",34.341944,62.203056,1
"23367",2008,"IRL",53.282826,-6.369832,0
"23770",2008,"JPN",26.245816,127.721799,0
"23239",2008,"CHN",31.231763,121.484443,55
"22637",2008,"PAK",34.510892,72.484518,103
"22631",2008,"IRQ",32.614481,44.024968,195
"22610",2008,"IRQ",33.098837,44.584951,13
"23313",2008,"PHL",14.933339,121.816667,0
"22707",2008,"ISR",31.019476,34.590935,0
"24689",2008,"NLD",52.145591,4.397047,0
"22739",2008,"SOM",8.399364,48.484033,0
"23133",2008,"AUS",-27.661735,151.897583,0
"22609",2008,"IRQ",35.46883,44.39098,492
"22623",2008,"AFG",32.191878,67.189449,69
"22694",2008,"IRQ",35.62392,45.949173,2
"22605",2008,"IRQ",30.5,47.816667,58
"22617",2008,"IRQ",34.793864,44.669459,40
"22635",2008,"PAK",34.009667,71.579994,338
"23506",2008,"CMR",4.613543,8.594081,3
"24093",2008,"LBY",23.382073,22.313837,0
"22735",2008,"SOM",10.6163,47.366674,1
"22690",2008,"PAK",28.630806,69.186259,32
"22843",2008,"COL",7.583272,-75.399967,90
"23255",2008,"PHL",9.6864,123.0122,3
"22762",2008,"PAK",30.043295,69.923814,0
"22593",2008,"IRQ",34.016389,44.145278,147
"22992",2008,"COL",11.544088,-72.90688,1
"22688",2008,"IRQ",34.432778,44.934722,43
"22661",2008,"MDV",6.982233,72.896398,0
"22751",2008,"PAK",29.673863,68.715498,6
"23324",2008,"PHL",9.16667,123.05,0
"22794",2008,"SOM",4.051783,47.046204,0
"22611",2008,"DZA",36.745632,3.830243,327
"22798",2008,"AFG",34.016449,64.526645,5
"22607",2008,"IRQ",32.505556,45.824722,10
"22965",2008,"ESP",42.599876,-5.571752,1
"22738",2008,"THA",7.013983,100.471242,15
"22653",2008,"PAK",33.492778,70.449722,221
"22622",2008,"NGA",5.248889,6.655556,28
"23310",2008,"MYS",4.611331,101.113644,0
"22712",2008,"IRQ",35.6325,44.003889,0
"22656",2008,"PAK",32.969967,70.276797,44
"22608",2008,"IRQ",36.34,43.13,392
"22844",2008,"COL",4.99243,-76.01866,43
"23190",2008,"PHL",8.155928,124.033906,117
"22671",2008,"THA",6.258889,102.055,10
"22625",2008,"IRQ",33.431899,43.311566,71
"22796",2008,"RUS",45.5,41.233333,0
"22821",2008,"AFG",37.00254,70.90664,8
"22740",2008,"USA",34.05349,-118.245319,1
"22795",2008,"AFG",33.716667,66.116667,0
"22655",2008,"AFG",34.824077,70.360692,69
"24324",2008,"FIN",60.169813,24.93824,1
"23333",2008,"PHL",5.036097,120.22696,1
"22717",2008,"SOM",11.28428,49.180423,124
"22603",2008,"THA",6.015119,101.951925,135
"22675",2008,"THA",6.503827,100.845147,1
"23056",2008,"PHL",11.775536,124.88573,4
"22709",2008,"RUS",55.75,37.616667,38
"22664",2008,"DZA",36.266667,2.75,24
"23356",2008,"CAN",53.543564,-113.490452,8
"22922",2008,"RUS",53.20006,50.15,1
"22644",2008,"NGA",5.35052,5.506589,3
"22818",2008,"GEO",42.271213,44.066878,47
"23131",2008,"GBR",52.273371,-3.006464,0
"22832",2008,"GRC",40.639349,22.944616,3
"22681",2008,"IRQ",36.806417,42.092125,4
"22698",2008,"AFG",32.264539,68.524715,25
"22648",2008,"IRQ",36.2319,41.797912,143
"22784",2008,"AFG",32.623739,65.456432,100
"22779",2008,"MMR",16.799582,96.150907,15
"22640",2008,"PAK",32.216056,70.382902,136
"22801",2008,"VEN",10.502961,-66.917253,1
"23949",2008,"BGR",43.216645,27.911806,0
"23083",2008,"ETH",8.977146,38.773226,98
"22692",2008,"IRQ",31.837472,47.15104,1
"23431",2008,"IDN",-6.208821,106.846046,0
"22760",2008,"PAK",31.719992,72.978806,1
"23004",2008,"CHN",31.719386,80.287588,16
"22976",2008,"COL",8.637278,-72.737852,8
"22654",2008,"PAK",30.182125,67.000517,86
"22680",2008,"YEM",15.701667,48.273737,62
"22775",2008,"AFG",32.677064,67.71391,13
"22678",2008,"IRQ",35.575928,42.734519,1
"22649",2008,"IRQ",35.324817,43.766813,17
"23070",2008,"PHL",8.477977,125.74539,6
"22745",2008,"PAK",26.172116,68.835918,14
"23062",2008,"IRN",29.591325,52.58361,212
"22706",2008,"ISR",30.66667,34.83333,10
"22628",2008,"TZA",-6.792131,39.260395,2
"22629",2008,"IRQ",33.35004,43.783488,283
"22677",2008,"NGA",6.524379,3.379206,6
"22805",2008,"PAK",28.40238,69.937211,0
"22764",2008,"PAK",25.377846,68.346304,0
"22791",2008,"THA",13.727896,101.178976,74
"22721",2008,"PAK",28.458421,68.133223,46
"23132",2008,"COL",1.334366,-74.841392,9
"22639",2008,"AFG",34.348889,63.177778,2
"22771",2008,"USA",40.71455,-74.007124,10
"23185",2008,"KEN",4.205792,34.356617,1
"22702",2008,"AFG",35.69206,64.295739,7
"22592",2008,"IRQ",33.3,44.4,2733
"22657",2008,"IRQ",32.539722,44.414722,14
"22595",2008,"IRQ",33.75,44.633333,645
"22928",2008,"ESP",42.303719,-1.965034,18
"22850",2008,"AUT",48.35232,13.64625,0
"22632",2008,"IRQ",33.530734,44.274292,21
"22651",2008,"IRQ",35.550356,45.432795,36
"22670",2008,"PAK",34.735879,71.525833,211
"24041",2008,"AZE",40.43495,49.867623,18
"22715",2008,"KAZ",43.254697,76.912617,4
"22667",2008,"AFG",36.756178,66.724215,8
"22725",2008,"AFG",33.466667,68.483333,79
"22726",2008,"AFG",36.315551,67.964286,8
"23311",2008,"PHL",13.924384,122.596213,0
"22804",2008,"NGA",7.729979,8.536277,9
"22615",2008,"ISR",31.375145,34.399074,11
"22705",2008,"PAK",28.818487,66.202617,5
"22691",2008,"IRQ",32.910708,45.06299,5
"23034",2008,"NGA",10.249722,13.021111,1
"22749",2008,"DZA",35.210234,4.188366,6
"22722",2008,"PAK",29.688867,72.993668,2
"23535",2008,"CZE",50.075538,14.437801,20
"22616",2008,"ISR",31.816884,35.230884,78
"22673",2008,"IRQ",32,44.33,6
"22626",2008,"PAK",32.301964,69.590665,55
"22689",2008,"PAK",33.600399,73.043426,556
"22697",2008,"IRQ",36.191111,44.009167,1
"23315",2008,"GEO",41.709981,44.792998,0
"22669",2008,"DZA",36.513889,4.786667,28
"22630",2008,"IRQ",34.929159,43.493025,50
"22899",2008,"RUS",43.439585,39.927725,17
"22621",2008,"THA",6.202025,101.252379,50
"23059",2008,"ESP",36.621787,-4.500273,0
"22793",2008,"TUN",33.543086,9.970034,0
"22723",2008,"COL",4.5981,-74.07603,59
"24267",2008,"BIH",44.145457,17.789828,12
"23557",2008,"IDN",5.554139,95.316668,0
"22676",2008,"SOM",3.120033,43.650184,136
"22753",2008,"SOM",4.73308,45.209823,28
"22741",2008,"THA",13.723419,100.476232,41
"22614",2008,"AFG",34.888064,71.180737,51
"23139",2008,"IRN",28.949134,58.884149,23
"22606",2008,"IRQ",34.192537,43.886423,32
"22658",2008,"IRQ",34.333206,45.383492,79
"23135",2008,"UKR",50.430754,30.532801,2
"23373",2008,"ECU",0.270278,-78.276667,3
"22643",2008,"PAK",28.5575,65.444167,16
"22788",2008,"PAK",27.80451,66.614133,1
"22660",2008,"RUS",43.24,45.0554,155
"22604",2008,"IRQ",33.971348,44.92668,198
"22700",2008,"PAK",29.538814,65.988586,3
"22650",2008,"IRQ",36.228561,45.113972,4
"22633",2008,"IRQ",34.604447,43.685789,96
"22987",2008,"PHL",13.240874,123.537612,3
"24222",2008,"SYR",33.512753,36.295873,32
"22774",2008,"PAK",32.284725,72.281451,1
"24456",2008,"EGY",30.608472,33.617577,0
"25125",2009,"AFG",36.911389,66.185833,15
"24871",2009,"PHL",7.53223,123.374498,2
"24824",2009,"GRC",40.639349,22.944616,0
"24942",2009,"AFG",34.434167,70.447778,152
"24803",2009,"AFG",34.981057,69.621456,225
"24864",2009,"AUT",48.208174,16.373819,10
"25118",2009,"COL",-0.180786,-78.467747,0
"24945",2009,"IRQ",32.559761,41.919647,3
"24873",2009,"SOM",4.73308,45.209823,23
"24913",2009,"IRQ",33.431899,43.311566,143
"24749",2009,"PAK",33.695975,70.336069,7
"24929",2009,"IRQ",36.632677,43.256512,316
"24764",2009,"YEM",13.356125,45.698977,19
"24987",2009,"AFG",31.008056,66.398056,44
"24814",2009,"SOM",2.800444,44.083359,42
"24875",2009,"PAK",30.897238,69.854297,0
"24794",2009,"IRQ",30.5,47.816667,9
"24809",2009,"IRQ",32.878436,44.387399,621
"25150",2009,"AFG",32.323203,64.811084,29
"24812",2009,"PAK",30.034319,70.639676,167
"24892",2009,"IDN",5.554139,95.316668,4
"24795",2009,"IRQ",35.798212,43.293114,7
"24884",2009,"IRQ",34.929159,43.493025,12
"25064",2009,"COL",5.69224,-76.658093,62
"25124",2009,"AFG",32.264539,68.524715,4
"24950",2009,"COL",5.29307,-72.70293,8
"25158",2009,"DZA",36.673564,5.481713,20
"24781",2009,"CHL",-33.469115,-70.641997,1
"24822",2009,"PAK",33.111907,71.103194,1
"25814",2009,"MLI",16.77532,-3.008265,1
"24885",2009,"IRQ",35.135849,44.087712,0
"24925",2009,"IDN",-6.208821,106.846046,61
"24930",2009,"IRQ",32.5487,45.416861,16
"24744",2009,"SOM",2.048682,45.319754,656
"24804",2009,"PAK",24.853185,67.016672,224
"24747",2009,"IRQ",33.747758,45.552322,7
"25004",2009,"RUS",52.825833,91.370278,26
"24810",2009,"IRQ",33.165298,43.865418,86
"24972",2009,"PHL",7.785306,122.592856,16
"24827",2009,"SOM",3.328327,42.22067,5
"24829",2009,"COL",4.5981,-74.07603,83
"25099",2009,"UKR",46.484583,30.7326,8
"24932",2009,"IRQ",31.198561,45.539242,3
"24813",2009,"PAK",25.129902,62.323222,8
"25117",2009,"AFG",31.803333,66.323611,0
"24897",2009,"IRQ",31.988807,44.924958,12
"24831",2009,"PAK",32.5539,72.131987,102
"24866",2009,"IRQ",33.530734,44.274292,9
"24966",2009,"COL",0.869892,-73.841906,0
"24887",2009,"DZA",36.266667,2.216667,10
"26794",2009,"HND",14.029847,-88.615854,0
"24867",2009,"PAK",26.457506,65.2315,12
"24815",2009,"AFG",34.301389,62.246389,54
"24796",2009,"IRQ",34.604447,43.685789,45
"24751",2009,"PHL",8.151341,124.25962,39
"25166",2009,"HUN",47.081539,19.369677,2
"25184",2009,"AFG",35.95663,64.2952,13
"25045",2009,"AFG",33.307049,62.136421,1
"24941",2009,"THA",6.210408,101.820757,172
"24777",2009,"IRQ",34.88576,44.639424,3
"25085",2009,"COL",10.77259,-73.00454,3
"25170",2009,"AFG",32.507639,63.769538,17
"24980",2009,"PHL",6.151738,125.227198,33
"25054",2009,"ETH",6.973931,45.3441,13
"24771",2009,"PAK",31.82851,70.907234,310
"24904",2009,"IRQ",34.683358,44.966637,6
"24769",2009,"IRQ",33.773349,45.14945,16
"25220",2009,"USA",34.05611,-118.42972,8
"25195",2009,"MMR",23.694157,98.769736,34
"25482",2009,"BOL",-17.783219,-63.182042,7
"24880",2009,"IRQ",34.430054,41.227752,4
"24786",2009,"PAK",31.554606,74.357158,541
"24753",2009,"ISR",33.010246,35.096078,6
"26137",2009,"KEN",3.935176,41.855883,0
"24865",2009,"RUS",55.75,37.616667,8
"25181",2009,"AFG",34.099578,64.905955,3
"25162",2009,"PER",-9.297478,-75.996312,28
"24960",2009,"AFG",34.348889,63.177778,13
"25025",2009,"COL",2.33056,-72.6278,3
"25068",2009,"AFG",32.375081,62.115759,80
"24834",2009,"SOM",2.336854,42.285315,8
"24877",2009,"COL",3.425219,-76.510584,62
"24919",2009,"IRQ",31.113592,45.883691,73
"24985",2009,"PHL",17.04702,120.927707,0
"24785",2009,"PAK",34.009667,71.579994,1704
"24907",2009,"NGA",4.434049,7.17049,19
"24855",2009,"PAK",30.807929,73.450466,1
"24844",2009,"SOM",-0.357077,42.546636,6
"24856",2009,"RUS",44.216667,42.05,4
"24766",2009,"IRQ",36.321738,41.865884,87
"25826",2009,"SRB",45.566667,19.65,2
"24957",2009,"THA",14.003391,100.66471,1
"24823",2009,"AFG",36.178534,68.747589,30
"24990",2009,"THA",8.903405,99.012893,0
"24861",2009,"IRQ",31.8734,47.136212,2
"24848",2009,"PAK",26.140769,68.272282,2
"24905",2009,"IRQ",31.05,46.266667,2
"24992",2009,"VEN",10.502961,-66.917253,11
"24996",2009,"AFG",31.717991,61.626789,0
"24981",2009,"AFG",35.804295,69.287754,3
"24896",2009,"IRQ",33.758388,44.396591,6
"25163",2009,"AFG",35.672778,71.343333,5
"24910",2009,"IRQ",32.925266,44.770956,2
"25224",2009,"DZA",36.3805576,6.4748955,3
"25019",2009,"GRC",38.254465,21.737066,0
"25005",2009,"PHL",15.336284,119.972555,7
"24828",2009,"IRQ",32.613992,44.025046,349
"25948",2009,"MRT",18.079275,-15.965107,6
"24853",2009,"IRQ",32.748529,44.611562,2
"24888",2009,"ESP",43.07563,-2.223667,47
"25131",2009,"PAN",8.05,-77.5833333,1
"25063",2009,"GEO",42.0869892815,44.0945774691,11
"26051",2009,"CMR",4.613543,8.594081,0
"24748",2009,"PAK",34.856902,71.429936,266
"24851",2009,"DZA",35.000636,7.309944,30
"24763",2009,"PHL",6.720863,124.521804,171
"25600",2009,"NLD",52.211157,5.969923,19
"25098",2009,"AFG",36.217692,65.930513,0
"25026",2009,"THA",5.773056,101.0725,2
"24793",2009,"IRQ",34.010257,44.062531,34
"25128",2009,"AFG",36.756178,66.724215,12
"24800",2009,"PAK",25.363339,68.301989,1
"24973",2009,"THA",9.138274,99.321859,0
"25129",2009,"COL",7.107162,-77.762949,0
"24924",2009,"PHL",17.611375,121.726748,5
"24881",2009,"SOM",8.399364,48.484033,2
"24991",2009,"THA",13.723419,100.476232,15
"24783",2009,"CAN",55.555446,-120.076197,0
"25319",2009,"DEU",50.826617,9.017889,0
"25061",2009,"AFG",30.96,61.86,26
"25191",2009,"MKD",41.12162,20.819441,1
"25174",2009,"SWE",59.195947,17.627952,0
"24756",2009,"AFG",34.533056,69.166111,361
"24837",2009,"PAK",26.964096,64.093227,7
"25228",2009,"GBR",54.99451,-7.319996,0
"25008",2009,"GRC",35.516236,24.018807,0
"24752",2009,"ISR",31.522694,34.595581,32
"24998",2009,"AFG",32.163668,63.423727,19
"24997",2009,"AFG",32.191878,67.189449,63
"24782",2009,"CHL",-37.956974,-72.431389,0
"24819",2009,"PHL",12.408876,125.052883,8
"24934",2009,"PHL",6.05519,121.001323,81
"25095",2009,"AFG",33.516667,64.416667,1
"24898",2009,"IRQ",34.533753,43.483738,0
"24841",2009,"PAK",25.263734,63.468582,5
"24949",2009,"AFG",32.816136,67.762998,51
"24832",2009,"THA",13.727896,101.178976,0
"25178",2009,"AFG",33.669495,66.046353,1
"24791",2009,"IRQ",34.192537,43.886423,5
"24849",2009,"PHL",16.105772,121.746511,4
"24835",2009,"IRQ",32.032916,44.399648,0
"24847",2009,"PAK",29.395681,71.676924,137
"24838",2009,"PAK",35.918091,74.289803,7
"25186",2009,"DZA",35.35763,0.67115,3
"25040",2009,"AFG",32.666404,65.903629,55
"24872",2009,"THA",5.993038,101.966181,69
"24750",2009,"PAK",32.974638,70.14558,216
"25533",2009,"LSO",-29.310013,27.480083,0
"25154",2009,"JPN",33.580412,130.396361,0
"24937",2009,"PHL",8.37107,126.30948,33
"24901",2009,"YEM",14.719504,46.868266,17
"24859",2009,"IRQ",36.374029,42.451435,196
"24839",2009,"PAK",29.021807,66.587648,30
"24915",2009,"RUS",51.65,39.2,1
"24878",2009,"THA",6.202025,101.252379,21
"25192",2009,"AFG",33.021389,66.804722,5
"24971",2009,"PHL",10.695321,122.544378,3
"25023",2009,"RUS",56.133333,40.416667,0
"24900",2009,"AFG",35.204723,63.061857,1
"24858",2009,"SOM",6.772224,47.429309,52
"25097",2009,"MMR",16.687778,98.508333,27
"24883",2009,"IRQ",36.77499,42.645939,0
"25102",2009,"DZA",36.741667,3.723056,201
"24963",2009,"AFG",31.363647,63.958611,114
"24759",2009,"IRQ",33.399722,43.908889,124
"24977",2009,"GBR",54.255696,-5.948804,14
"24965",2009,"AFG",34.910931,71.127398,40
"25022",2009,"ARM",40.183333,44.516667,1
"24921",2009,"IRQ",33.098837,44.584951,5
"24758",2009,"IRQ",33.078997,44.2599,302
"24811",2009,"PAK",31.276847,72.32133,28
"25010",2009,"AFG",36.179006,65.464133,33
"24863",2009,"PAK",34.548842,73.35012,5
"24933",2009,"AFG",33.706199,69.383108,376
"24951",2009,"GEO",42.628029,41.735661,6
"24931",2009,"IRQ",34.738348,44.441446,5
"24914",2009,"RUS",43.3459223232,46.6622380924,27
"24780",2009,"GBR",51.545662,-0.198466,0
"26423",2009,"SAU",21.543155,39.174905,18
"24908",2009,"YEM",15.328695,44.214171,28
"24820",2009,"THA",6.541706,101.283465,78
"25136",2009,"AFG",34.351349,68.238534,2
"26109",2009,"ALB",41.3275,19.8188889,0
"24784",2009,"PAK",28.630806,69.186259,95
"24762",2009,"PAK",28.547657,68.218994,35
"24874",2009,"SOM",11.28428,49.180423,32
"24860",2009,"IRQ",36.156678,43.359513,98
"24754",2009,"ISR",34.030981,35.696092,0
"25027",2009,"IDN",-2.528781,140.713463,10
"24940",2009,"AFG",33.36697,68.41281,72
"25259",2009,"GEO",43.00732,40.989151,9
"24826",2009,"IRQ",32.505556,45.824722,23
"25189",2009,"AFG",35.761436,66.78034,0
"25018",2009,"RUS",57.9794769812,34.3629999161,126
"24821",2009,"PAK",32.586019,73.48908,165
"24745",2009,"IRQ",36.34,43.13,243
"24926",2009,"ECU",-2.170832,-79.922359,0
"25279",2009,"UNK",42.918365,20.695758,0
"25107",2009,"THA",6.889992,100.529612,1
"24833",2009,"PHL",10.072727,122.862595,1
"24857",2009,"ESP",42.195448,-8.65439,0
"25077",2009,"AZE",40.43495,49.867623,1
"26650",2009,"AUS",-33.922832,151.011897,0
"24779",2009,"IRQ",35.765326,43.590168,3
"25169",2009,"ERI",15.185672,37.084611,10
"25264",2009,"DZA",35.549128,6.169825,1
"25733",2009,"UZB",40.8,73,9
"26259",2009,"ARG",-34.6037,-58.381503,0
"25078",2009,"COL",10.63213,-74.92172,2
"24922",2009,"IRQ",34.133066,42.383225,48
"25017",2009,"THA",6.437467,101.003311,2
"24842",2009,"PAK",27.80451,66.614133,12
"24869",2009,"PAK",35.839232,71.780106,0
"26677",2009,"MDA",47.026859,28.841551,39
"24818",2009,"PHL",12.275431,123.447619,2
"24879",2009,"IRQ",33.971348,44.92668,148
"25229",2009,"DZA",35.188696,-0.630761,1
"25053",2009,"ESP",39.565237,2.504216,4
"24808",2009,"IRQ",33.75,44.633333,265
"26070",2009,"CZE",50.075538,14.437801,4
"24870",2009,"PHL",10.935539,123.421971,7
"26138",2009,"MDG",-18.92232,47.51724,2
"24801",2009,"PAK",29.673863,68.715498,2
"25006",2009,"PHL",13.923505,122.596847,1
"25151",2009,"EGY",30.05,31.25,26
"24805",2009,"GRC",37.97918,23.716647,8
"24899",2009,"ITA",43.768732,11.256901,2
"24802",2009,"PAK",33.600399,73.043426,299
"24920",2009,"IRQ",34.432778,44.934722,2
"24862",2009,"PAK",27.528896,68.759819,0
"24956",2009,"IRN",27.3707,62.3342,151
"24964",2009,"AFG",33.177132,68.781077,81
"24830",2009,"PAK",28.490733,65.095779,35
"24798",2009,"FRA",43.604652,1.444209,10
"24967",2009,"NGA",11.833333,13.15,0
"24840",2009,"PAK",30.929589,66.468052,4
"24843",2009,"RUS",43.316667,45.066667,112
"24768",2009,"IRQ",34.333206,45.383492,49
"24845",2009,"IRQ",33.291944,44.065556,129
"24852",2009,"FRA",42.697283,9.450881,0
"25402",2009,"MYS",5.279298,100.424774,1
"25283",2009,"CHN",31.622841,99.992607,58
"24986",2009,"RUS",43.484122,43.627361,7
"24890",2009,"COL",1.67155,-78.14099,63
"24761",2009,"PAK",35.47847,72.588631,84
"24789",2009,"THA",6.700696,101.433915,153
"25052",2009,"COL",7.860013,-76.590619,28
"24799",2009,"PAK",30.182125,67.000517,89
"24797",2009,"BEL",50.850335,4.351685,0
"25120",2009,"GNQ",3.758429,8.785311,4
"24999",2009,"IRN",32.474679,44.422322,26
"24927",2009,"RUS",42.3634558841,47.8910770416,10
"24944",2009,"IRQ",35.997287,43.225458,5
"24778",2009,"IRQ",34.186336,45.126056,96
"26793",2009,"HND",14.0833,-87.2167,3
"24757",2009,"IRQ",33.27264,44.299996,5564
"24995",2009,"THA",17.565037,103.55526,0
"24760",2009,"PAK",29.545888,67.875896,27
"24854",2009,"COL",7.946283,-72.898807,16
"25041",2009,"AFG",34.5225,65.251667,1
"25114",2009,"AFG",36.859931,68.715498,80
"24790",2009,"PHL",7.798464,125.395136,14
"24772",2009,"PHL",13.318707,123.738248,1
"24807",2009,"PHL",14.792523,121.148472,42
"24792",2009,"IRQ",32.483333,44.433333,425
"24894",2009,"THA",6.381892,101.506227,31
"24846",2009,"PAK",29.696578,72.5537,7
"24836",2009,"IRQ",33.38451,43.525147,29
"24817",2009,"PHL",6.645308,122.10184,20
"25024",2009,"USA",35.14648,-90.184539,51
"24868",2009,"PAK",25.799891,66.618133,1
"24770",2009,"AFG",31.650027,65.650018,397
"24928",2009,"NGA",7.337276,3.949587,9
"24746",2009,"IRQ",35.46883,44.39098,618
"25818",2009,"GNB",11.871116,-15.605998,1
